Gold,Silver,BGMI,XAU
1223.7,17.7,,79.16
1213.3,17.4,,78.52
1204.6,17.14,,77.7
1196.55,16.89,,79.8
1207.8,17.02,,80.4
1203.55,17,,78.01
1202.25,16.91,,83.75
1225.6,17.46,,83.25
1228.75,17.4,,82.55
1233,17.23,,83.57
1232.05,17.31,,84.73
1246.1,17.58,,85.1
1247.9,17.55,,84.46
1244,17.63,,83.99
1256.9,17.94,,85.32
1253.65,17.94,,83.42
1252.9,18.13,,84.11
1250.9,18.1,,83.27
1241.7,18.06,,83.77
1246.25,18.16,,85.3
1258.65,18.34,,86.28
1252.5,18.26,,86.35
1253.75,18.22,,86.28
1264.3,18.4,,86.12
1253.6,17.94,,86.67
1255.7,17.94,,89.02
1272.3,18.31,,89.43
1286.1,18.56,,89.4
,,,89.36
1285,18.42,,89.16
1282.05,18.22,,86.3
1279.9,18.19,,86.77
1281.5,17.98,,86.84
1271.8,17.81,,85.44
1270.5,17.84,,82.38
1264.95,17.59,,83.31
1264.3,17.46,,81.08
1265.55,17.41,,83.1
,,,80.77
1255.8,16.95,,81.26
1253.95,16.85,,80.57
1235.85,16.5,,78.26
1239.4,16.27,,80.28
1229.7,16.38,,80.56
1225.15,16.22,,80.2
1222.95,16.29,,81.51
1221,16.37,,83.84
1227.9,16.3,,84.97
1231.5,16.59,,85.16
1234.05,16.72,,85.78
1244.6,16.9,,86.54
1261.35,16.81,,84.25
1251.85,16.77,,85.16
1255.25,16.95,,86.16
1259.9,17.14,,83.85
1251.35,17.03,,84.86
1257.1,17.15,,84.07
1265,17.29,,84.65
1262.8,17.27,,83.45
1263.8,17.31,,83.39
1266.15,17.13,,83.05
1260.95,17.19,,83.22
1280.7,17.52,,83.12
1287.85,17.56,,87.39
1292.7,17.6,,86.59
1284.8,17.6,,85.67
1274.25,17.35,,84.37
1269.25,17.13,,83.42
1261.3,16.82,,84.29
1268.25,16.96,,81.17
1260.25,16.86,,79.84
1256.6,16.76,,79.71
1251.1,16.67,,79.67
1246.5,16.59,,79.05
1247.05,16.51,,80.19
1251.4,16.58,,81.75
1256.3,16.71,,83.43
1240.85,16.53,,82.83
1250.4,16.66,,81.78
1251.6,16.78,,82.27
1246.6,16.83,,80.29
1243.25,16.47,,80.78
1235.2,16.48,,79.01
1224.25,16.15,,
1221.9,15.95,,79.87
1224.3,16.01,,78.98
1220.4,15.84,,77.5
1207.55,15.22,,79.93
1211.9,15.51,,80.43
1219.4,15.83,,80.53
1221.4,15.95,,79.43
1218.95,15.71,,80.8
1229.85,16.07,,82.06
1237.1,16.17,,82.4
1239.85,16.23,,82.61
1236.55,16.18,,83.09
1247.25,16.43,,83.63
1255.85,16.5,,81.88
1252,16.31,,83.55
1245.4,16.37,,86.13
1262.05,16.79,,84.05
1259.6,16.56,,85.56
1266.35,16.76,,85.32
1267.05,16.74,,85.5
1266.65,16.67,,84.4
1261.8,16.47,,83.99
1269.3,16.7,,82.04
1257.55,16.13,,81.93
1261.45,16.39,,81.71
1267.95,16.59,,82.84
1278.9,17.08,,84.08
1288.3,17.09,,84.09
1281.1,16.97,,83.29
1274.6,16.89,,82.21
1270.15,16.68,,84.59
1285.9,17.02,,84.31
1295.25,17.15,,83.9
1287.6,17.02,,85.41
1285.1,17.02,,84.88
1286.45,17.06,,85.64
1285.9,16.93,,86.13
1287.05,17.02,,85.82
,,,89.18
1323.4,17.6,,89.38
1310.6,17.44,,88.16
1305.8,17.34,,90.12
1318.4,17.5,,90.54
1334.6,17.8,,
1331.15,17.88,,92.41
1340.15,17.77,,91.35
1340.45,17.79,,93.26
1350.9,18.21,,91.65
1338.75,17.85,,89.61
1326.25,17.75,,90.2
1332.25,17.91,,88.42
1323,17.75,,88.88
1325,17.7,,88.38
1314.4,17.53,,86.84
1308.45,17.15,,87.22
1314.9,17.38,,85.48
1297.35,16.95,,85.03
1297,16.97,,86.06
1295.5,16.95,,87.42
1306.9,17.01,,85.86
1291.3,16.89,,84.75
1284.3,16.82,,85.69
1286.95,16.86,,84.65
1273.1,16.58,,85.03
1270.7,16.61,,85.98
1275.55,16.825,,86.5
1278.4,16.66,,86.06
1268.2,16.625,,86.9
1282.15,16.92,,87.66
1289.6,17.12,,86.74
1290.2,17.15,,87.14
1294.45,17.195,,87.12
1293.9,17.2,,87.29
1305.15,17.41,,86.14
1289.7,17.11,,85.76
1280.65,16.95,,85.06
1283.4,17.025,,85.52
1280.25,17.075,,85.01
1275.25,16.995,,84.17
1278.3,17.035,,83.51
1273,16.89,,82.61
1278,16.97,,81.09
1267.8,16.72,,81.57
1272.75,16.735,,82.37
1274.4,16.82,,81.2
1279.25,16.94,,81.28
1276.4,17.08,,81.3
1275.3,17.085,,80.72
1271.6,16.915,,82.28
1276.35,17.005,,81.87
1282.25,16.995,,82.41
1284,17.1,,81.88
1284.45,17,,80.6
1278.4,16.925,,80.42
1273.7,16.935,,80
1285.7,17.115,,80.04
1277.7,17.04,,79.84
1283.85,17.085,,80.88
1292.35,17.145,,80.01
1280,17,,80.66
1283.95,16.965,,81.75
1290.15,17.095,,
1289.15,17.05,,81.11
1294.7,17.1,,81.47
1293.9,17.07,,81.14
1294.85,16.895,,79.65
1282.15,16.57,,79.42
1277.25,16.42,,79.66
1279.1,16.33,,78.73
1275.9,16.285,,77.51
1268.55,16.115,,76.42
1256.8,15.91,,76.46
1245.85,15.825,,76.93
1251.4,15.835,,76.99
1243.4,15.78,,76.9
1241.6,15.705,,79.89
1255.6,16.01,,79.68
1257.25,15.985,,80.23
1258.65,16.09,,81.68
1263.1,16.155,,81.57
1265.95,16.185,,83.01
1265.85,16.145,,83.38
1268.05,16.175,,84.01
,,,85.65
1285.4,16.5,,85.32
1291.6,16.74,,85.45
1296.5,16.865,,85.27
1312.8,17.06,,88.14
1314.6,17.125,,87.08
1313.7,17.13,,87.79
1317.9,17.155,,87.39
1318.8,17.17,,86.29
1314.95,17.055,,84.95
1321.65,17.135,,86.07
1319.85,17.01,,87.04
1332.9,17.12,,89.11
1343,17.325,,
1334.95,17.095,,90.27
1337.35,17.21,,89.12
1329.75,17.09,,87.57
1335.8,17.04,,87.97
1334.15,17.035,,88.31
1337.1,16.98,,89.91
1350.5,17.19,,92.08
1360.25,17.52,,89.91
1354.35,17.4,,90.31
1348.4,17.335,,87.47
1345.7,17.295,,86.56
1343.35,17.23,,87.66
1341.1,17.19,,87.6
1345,17.135,,83.88
1337.1,16.875,,83.07
1344.65,16.805,,82.1
1328.5,16.69,,80.54
1311.05,16.345,,79.86
1316.05,16.355,,78.35
1321.7,16.425,,81.08
1329.4,16.605,,81.06
1330.75,16.58,,85.5
1353.7,16.825,,85.48
1358.6,16.835,,83.23
1347.4,16.72,,
1337.4,16.57,,80.83
1328.6,16.435,,80.51
1323.5,16.465,,80.02
1328.9,16.61,,80.53
1339.05,16.67,,81.27
1332.75,16.61,,78.97
1320.3,16.44,,78.27
1311.25,16.315,,78.93
1316.75,16.445,,78.75
1326.3,16.51,,79.1
1324.95,16.62,,80.8
1332.5,16.645,,78.79
1325.4,16.48,,78.97
1319.35,16.485,,78.9
1317.25,16.455,,79.67
1318.7,16.51,,79.7
1324.95,16.605,,79.79
1323.35,16.52,,78.81
1320.05,16.475,,78.7
1311.7,16.285,,78.66
1312.75,16.25,,78.13
1316.35,16.245,,80.59
1328.85,16.52,,79.39
1342.35,16.53,,81.5
1348.4,16.61,,82.5
1350.65,16.64,,81.25
1341.05,16.455,,79.64
1323.9,16.28,,81.12
,,,82.01
1336.6,16.52,,81.22
1343.15,16.46,,80.84
1327.05,16.305,,81.47
1325.6,16.275,,81.54
1328.5,16.34,,81.05
1335.95,16.49,,81.94
1345.2,16.565,,83.69
1345.9,16.655,,82.76
1340.75,16.505,,84.08
1344.4,16.6,,83.98
1342.95,16.625,,84.21
1346.55,16.945,,85.21
1347.9,17.195,,85.67
1340.15,17.11,,85.12
1328,16.935,,83.25
1327.35,16.595,,83.28
1325.7,16.565,,82.47
1321.9,16.575,,82.52
1317.7,16.53,,82.93
1316.25,16.38,,81.15
1309.2,16.25,,81.42
1310.75,16.35,,81.92
1313.3,16.465,,82.38
1309.35,16.415,,82.4
,,,81.99
1310.05,16.445,,82.67
1306.85,16.44,,82.38
1314.8,16.6,,83.81
1324.8,16.76,,83.86
1320.7,16.645,,83.47
1310.05,16.41,,81.77
1291.75,16.255,,81.93
1288.85,16.385,,81.84
1287.2,16.39,,82.06
1285.85,16.34,,82.08
1293.9,16.58,,82.16
1294,16.53,,83.15
1296.35,16.51,,84.38
1303.95,16.67,,83.48
1302.05,16.475,,83.05
1298.6,16.37,,83.85
1303.5,16.55,,83.32
1299.15,16.42,,83.04
1294.65,16.44,,82.18
1292.25,16.385,,83.05
1295.25,16.545,,83.38
1298.3,16.745,,82.99
1299.2,16.72,,82.93
1296.05,16.76,,83.63
1298.3,16.855,,83.82
1294.4,16.905,,83.79
1305.3,17.125,,84.67
1300.1,17.225,,82.58
1281.25,16.605,,82.38
1279,16.355,,81.67
1273.25,16.285,,81.25
1263.7,16.245,,80.89
1269.7,16.425,,82
1269.8,16.375,,80.52
1257.15,16.225,,80.48
1256.8,16.21,,79.93
1250.5,16.11,,79.83
1250.55,16.03,,81.59
1249,15.98,,81.11
1245.85,15.93,,82.87
1256.9,16.045,,
1252.5,15.95,,83.71
1254.2,15.995,,83.75
1262.6,16.205,,83.28
1253.7,15.93,,83.54
1250,15.915,,80.98
1244.85,15.84,,81.11
1240.5,15.81,,80.43
1244.9,15.81,,80.14
1243.65,15.77,,80.03
1223.45,15.44,,80.17
1217.4,15.26,,79
1224.85,15.37,,79.57
1229.45,15.485,,78.11
1224.3,15.51,,78.83
1230.55,15.565,,79.29
1228.35,15.535,,76.96
1219.15,15.355,,76.79
1222.05,15.49,,76.68
1219.2,15.43,,77.3
1222.75,15.475,,75.87
1217.6,15.45,,75.39
1207.7,15.36,,76.09
1212,15.345,,75.2
1215.4,15.465,,74.16
1212.35,15.345,,74.39
1215.5,15.48,,74.46
1211.65,15.375,,73.87
1204.4,15.185,,71.62
1195.3,15.035,,70.69
1186.7,14.825,,66.06
1179.65,14.605,,64.27
1176.7,14.66,,65.92
1188.75,14.755,,66.11
1194.1,14.785,,66.78
1196.85,14.81,,67.42
1187.3,14.625,,65.3
1189.95,14.62,,67.68
,,,68.79
1212.75,14.9,,67.45
1204.3,14.69,,67.6
1202.35,14.665,,66.4
1206.85,14.655,,66.24
1201.7,14.525,,
1195.75,14.25,,63.43
1194.7,14.17,,63.07
1204.3,14.265,,62.91
1200.75,14.185,,63.04
1195.8,14.215,,61.92
1194,14.125,,61.92
1197.8,14.155,,64.06
1206.65,14.225,,63.74
1206.2,14.215,,63.36
1196.8,14.17,,64.95
1199.4,14.21,,65.4
1203,14.185,,66.69
1203,14.23,,66.79
1207.6,14.33,,66.03
1198.75,14.315,,66.29
1199.45,14.29,,66.71
1198.8,14.475,,65.02
1196,14.42,,64.59
1183.5,14.305,,65.18
1185.3,14.55,,65.14
1192.65,14.505,,66.98
1203.5,14.735,,66.15
1199.45,14.63,,65.93
1201.1,14.635,,65.49
1194.8,14.465,,65.93
1187.4,14.325,,64.88
1186.4,14.375,,65.51
1201.1,14.4,,69.97
1218.75,14.6,,69.28
1233,14.74,,70.45
1228.85,14.755,,70.1
1226.75,14.65,,69.86
1224.6,14.515,,70.05
1228.25,14.61,,70.09
1222.9,14.63,,69.04
1235.6,14.715,,69.5
1231.65,14.745,,68.04
1232.15,14.74,,64.72
1236.05,14.69,,65.17
1230.75,14.65,,64.7
1220,14.425,,65.44
1217.7,14.34,,64.28
1223.25,14.45,,67.19
1235.5,14.82,,67.19
1231.6,14.735,,67.14
1234.85,14.7,,66.31
1235.05,14.67,,65.59
1223.45,14.49,,65.39
1219.05,14.34,,64.16
1207.05,14.16,,62.65
1197.55,14.02,,61.84
1201.45,13.97,,63.53
1210.6,14.13,,64.99
1215.8,14.285,,66.08
1223.55,14.36,,65.7
1223.1,14.44,,65.17
1224,14.42,,67.2
1228.25,14.52,,
1222.15,14.255,,65.27
1226.65,14.38,,64.73
1225.05,14.275,,63.55
1213.2,14.15,,65.53
1226.45,14.265,,64.8
1220.45,14.235,,64.46
1231.05,14.385,,65.84
1239.25,14.545,,66.16
1236.15,14.48,,
1236.45,14.38,,66.35
1241.2,14.485,,67.94
1246.8,14.53,,67.4
1248.25,14.64,,67.09
1244.75,14.655,,68.64
1244.45,14.68,,68.75
1239.15,14.58,,67.59
1239.1,14.6,,69.19
1248.8,14.655,,70.61
1248.6,14.645,,66.61
1255,14.77,,69.79
1257.6,14.69,,68.67
1261.25,14.675,,70.55
,,,69.98
1271.1,15.055,,70.78
1277.25,15.295,,69.68
1281.65,15.465,,70.66
1287.2,15.44,,70.94
1287.95,15.535,,72.17
1290.35,15.705,,71.87
1291.5,15.75,,71.2
1283.9,15.64,,71.47
1281.3,15.62,,72.78
1292.4,15.705,,71.57
1292.8,15.68,,71.71
1293.7,15.615,,71.15
1289.35,15.6,,69.37
1290.5,15.54,,69.54
1294,15.575,,69.53
1285.05,15.47,,68.38
1278.7,15.26,,
1284.75,15.26,,68.74
1284.9,15.385,,68.86
1279.75,15.3,,68.57
1282.95,15.375,,71.17
1301,15.685,,71.65
1308.35,15.855,,73.52
1312.95,15.915,,74.53
1322.5,16.075,,76.3
1320.75,16.01,,75.91
1311,15.745,,75.82
1314,15.865,,76.31
1313.35,15.73,,75.36
1306.6,15.71,,74.76
1311.1,15.78,,75.75
1306.75,15.705,,74.81
1311.6,15.81,,74.28
1311.15,15.695,,74.04
1305.65,15.58,,74.5
1318,15.675,,75.64
1323.95,15.765,,
1329.55,15.78,,78.82
1345.75,16.035,,79.42
1335.05,15.91,,78.3
1322.25,15.87,,78.61
1329.15,15.955,,77.87
1327.55,15.83,,77.7
1326.45,15.86,,76.26
1325.45,15.815,,75.85
1309.95,15.56,,74.04
1287.45,15.16,,74.61
1285,15.11,,74.91
1285.55,15.095,,73.15
1286.4,15.075,,73.63
1294.1,15.115,,76.02
1296.35,15.295,,75.53
1296.95,15.445,,77.07
1308.4,15.52,,77.42
1299.2,15.235,,75.33
1302.65,15.355,,76.05
1305.35,15.38,,75.12
1308.35,15.41,,75.4
1303,15.32,,76.82
1317.3,15.54,,77.29
1311.1,15.46,,77.38
1319.35,15.525,,79.27
1315.25,15.44,,79.67
1318.25,15.4,,78.51
1306.9,15.195,,76.5
1291.15,15.1,,76.36
1291.9,15.07,,75.09
1287.2,15.025,,75.28
1291.85,15.165,,75.42
1291.6,15.085,,77.09
1288.9,15.195,,76.84
1297.1,15.14,,77.81
1301.85,15.255,,77.97
1304.8,15.245,,76.97
1304.65,15.16,,75.98
1296.15,15.065,,75.78
1286.75,14.935,,75.93
1283.75,14.945,,74.55
1276.1,15,,73.92
1276.5,14.955,,72.89
,,,71.62
1273.45,14.975,,71.08
1273.8,14.805,,71.71
1277.85,14.865,,70.63
1281.5,15,,72.65
1282.15,14.97,,70.9
1285.15,14.985,,71.16
1281.8,14.88,,69.59
1271.45,14.675,,68.25
1270.05,14.655,,68.79
,,,68.77
1281.3,14.83,,69.69
1287.75,14.93,,68.34
1284.1,14.82,,67.99
1285.4,14.795,,67.29
1282.95,14.66,,68.81
1297.6,14.755,,68.39
1298.9,14.815,,68.3
1295.55,14.795,,67.43
1285.8,14.48,,67.49
1275.25,14.415,,67.25
1276,14.43,,67.42
1274,14.435,,66.14
1275.95,14.48,,66.21
1281.5,14.55,,66.56
1283.9,14.48,,66.24
1283.5,14.375,,66.4
1276.45,14.4,,67.45
1296,14.48,,70.02
1313.95,14.705,,73
1323.6,14.72,,73.6
1337.75,14.84,,73.7
1336.65,14.955,,74.41
1334.3,14.91,,74.33
1328.6,14.745,,73.32
1322.65,14.695,,73.9
1336.65,14.79,,74.86
1335.8,14.795,,75.99
1352.45,15.025,,75.81
1333.2,14.78,,76.59
1344.55,14.895,,77.36
1342.4,14.945,,78.27
1381.65,15.33,,81.79
1388.35,15.29,,82.14
1405.45,15.37,,84.89
1429.55,15.4,,83.77
1406.75,15.255,,83.74
1402.25,15.25,,83.41
1413.2,15.22,,84.13
1390.05,15.26,,81.22
1393.1,15.17,,83.85
1425.1,15.31,,84.05
1415.25,15.28,,
1414.4,15.21,,83.18
1404.9,15.07,,83.15
1387.9,15.025,,83.91
1395.45,15.095,,85.86
1423.1,15.265,,84.96
1405.6,15.14,,85.8
1416.25,15.32,,85.87
1416.1,15.395,,85.99
1400.8,15.61,,89.26
1420.9,16.03,,92.3
1437.05,16.315,,91.66
1424.45,16.385,,91.95
1417.55,16.43,,91.21
1425.55,16.535,,92.93
1426.35,16.535,,90.82
1418.25,16.44,,90.65
1418.95,16.39,,91.83
1428.45,16.455,,92.24
1430.55,16.475,,87.64
1406.4,16.005,,91.82
1436.05,16.195,,90.82
1457.45,16.485,,94.08
1461.85,16.385,,94.31
1487.65,16.82,,96.05
1497.4,17.02,,96.92
1503.5,17,,95.78
1501.95,16.955,,94.88
1527.2,17.445,,93.27
1500.35,17.115,,92.91
1517.65,17.29,,93.82
1509.05,17.16,,92.84
1499.35,16.925,,92.04
1502.65,17.02,,94.74
1499.65,17.11,,94.53
1498.7,16.96,,94
1495.5,17.05,,97.78
,,,97.7
1531.85,17.725,,101.04
1541.75,18.365,,101.19
1536.65,18.48,,98.47
1526.55,18.385,,98.98
1523.35,18.35,,
1532.45,18.475,,100.21
1538.8,19.305,,101.76
1542.6,19.22,,97.27
1504.95,18.145,,94.26
1509.95,18.17,,92.09
1494.6,17.99,,91.76
1493.65,18.165,,92.35
1502.95,18.19,,91.08
1506.3,18.145,,89.49
1502.05,17.835,,90.61
1499.3,17.84,,93.02
1502.2,17.85,,91.23
1498.4,17.755,,92.99
1504.1,17.88,,94.6
1519.5,18.38,,96.68
1520.25,18.56,,97.68
1530.85,18.57,,94.54
1507.05,17.97,,93.17
1496.15,17.52,,91.07
1487.6,17.255,,88.4
1466.1,17.11,,88.54
1484.05,17.26,,89.62
1504,17.6,,89.32
1509.5,17.605,,91.11
1502.15,17.425,,90.29
1500,17.555,,92.36
1503.4,17.78,,91.46
1508.2,17.75,,92.13
1498.35,17.6,,88.92
1494.2,17.605,,89.29
1494.75,17.67,,86.87
1482.55,17.255,,88.26
1484.45,17.45,,90.02
1487.5,17.435,,90.53
1490.85,17.725,,88.81
1487.45,17.625,,89
1494.25,17.535,,90
1488.85,17.53,,92
1504.65,18.125,,93.54
1505.05,18.055,,91.82
1492.75,17.66,,92.46
1490.15,17.955,,93.26
1506.4,18.055,,95.62
1509.85,18.12,,95.94
1509.2,18.185,,94.65
1504.6,18.045,,93.34
1488.55,17.54,,94.09
1484.1,17.53,,91.8
1466.85,16.81,,91.69
1465.5,16.88,,91.53
1455,16.735,,92.6
1463.45,16.95,,93.26
1467.65,17.035,,93.94
1465.6,16.87,,93.61
1458.4,16.795,,94.92
1464.9,17.125,,95.34
1475.7,17.115,,95.67
1468.9,17.09,,93.84
1471.3,17.175,,93.66
1459.45,16.87,,92.89
1457.65,16.935,,94.74
1459.8,17.055,,93.93
1457.55,16.945,,
1456.35,16.965,,95.52
1457.5,16.875,,96.03
1470.4,17.01,,97.97
1475.85,17.13,,97.51
1474.6,16.87,,98.38
1474.85,16.94,,95.9
1463.6,16.62,,95.85
1464.45,16.675,,96.79
1468.05,16.66,,99.56
1474.7,16.865,,99.43
1470.6,16.935,,100.28
1477.4,17.02,,99.24
1478.4,17.06,,98.54
1478.9,16.995,,99.55
1474.4,16.94,,99.4
1476.9,17.035,,97.56
1483.95,17.375,,101.29
1490.85,17.585,,104.67
,,,106.09
1510.6,17.825,,105.13
1511.5,17.825,,107.17
1523,18.045,,106.92
1520.55,17.925,,106.51
1547.4,18.21,,105.41
1576.85,18.44,,105.07
1566.5,18.145,,106.21
1582.85,18.42,,101.87
1547.85,17.91,,100.69
1548.8,17.915,,102.25
1550.35,17.985,,100.19
1544.95,17.77,,101.36
1551.9,17.85,,103.4
1555.2,18.01,,102.82
1556.5,18.06,,101.84
1559.25,18.055,,
1556.25,17.985,,103.29
1558.1,17.77,,103.15
1554.05,17.6,,102.93
1561.85,17.83,,104.82
1583.45,18.295,,103.17
1579.6,17.975,,100.8
1571.2,17.47,,103.11
1580.4,17.725,,103.52
1580.85,17.885,,103.94
1578.85,17.77,,102.96
1571.2,17.73,,101.71
1552.2,17.62,,102.19
1564.75,17.765,,103.42
1568.3,17.77,,101.33
1574.05,17.785,,102.85
1567.7,17.705,,102.87
1566.75,17.56,,102.12
1575,17.64,,103.14
1576.35,17.705,,102.01
1580.3,17.8,,
1588.2,17.885,,105.95
1609.5,18.345,,107.74
1610.35,18.385,,107.9
1633.7,18.56,,111.06
1682.35,18.775,,111.51
1655.9,18.33,,107.48
1647.95,18.075,,107.35
1646.6,18.05,,99.83
1626.35,17.185,,94.15
1609.7,16.915,,97.87
1599.05,16.81,,101.47
1644.8,17.25,,102.67
1647.45,17.2,,104.7
1687,17.48,,103.01
1676.6,16.885,,94.29
1657.4,17.07,,95.49
1662.5,17.02,,87.67
1636.65,16.525,,77.78
1588.15,15.77,,70.26
1504.65,12.965,,75.18
1472.35,12.44,,85
1506,12.42,,73.45
1480.7,12.005,,74.82
1504.45,12.63,,70.12
1494.5,12.51,,74.66
1599.5,13.625,,86.27
1620.95,13.965,,88.83
1620.1,14.415,,88.15
1621.2,14.315,,81.81
1624.45,14.055,,80.39
1604.65,13.93,,78.95
1594.25,14.015,,80.94
1588.05,14.175,,84.5
1609.75,14.39,,84.36
1636.6,14.555,,89.32
1652.2,15.075,,88.96
1649.05,15.065,,89.7
1662.5,15.175,,98.22
,,,105.17
1715.85,15.51,,106.22
1712.25,15.57,,104.29
1717.85,15.5,,106.13
1693.15,15.16,,104.28
1684.95,15.15,,106.39
1678.6,14.97,,105.29
1702.65,14.91,,112.06
1727.55,15.305,,115.25
1727.25,15.315,,117.55
1717.25,15.205,,117.69
1708.1,15.145,,117.58
1706,15.165,,119.47
1716.75,15.335,,113.68
1673.05,14.845,,117.36
1703.7,14.93,,119.62
1696.3,14.75,,121.37
1698.9,15.075,,117.89
1688.65,14.98,,122.3
,,,122.09
1698.8,15.445,,118.09
1703.45,15.485,,117.74
1699.85,15.56,,117.98
1716.4,15.53,,121.25
1734.85,16.25,,126.61
1756.9,17.35,,124.73
1735.25,17.12,,129.26
1750.05,17.47,,128.07
1732.8,17.205,,124.55
1732.45,17,,124.24
1722.75,17.3,,118.88
1705.15,17.19,,118.63
1723.3,17.34,,118.44
1725.65,17.59,,120.1
1734.8,18.16,,123.09
1740.25,18.27,,118.8
1717.6,17.86,,115.32
1706.45,17.75,,116.45
1709.55,17.58,,114.87
1692,17.63,,115.71
1707.5,17.63,,117.04
1717.65,17.715,,122.42
1731.9,17.875,,114.84
1735.85,17.625,,114.48
1710.4,17.085,,117.24
1728.35,17.41,,114.11
1717.3,17.47,,114.41
1732.65,17.615,,112.57
1728.55,17.525,,116.75
1745.45,17.86,,121.7
1756.6,17.81,,123.72
1775.7,17.855,,121.06
1758.55,17.53,,122.27
1762.1,17.83,,122.91
1768.8,17.905,,124.73
1770.7,17.845,,129.16
1787.4,18.22,,128.68
1771.85,17.925,,127.06
1774.65,18.02,,
1774.4,18.255,,129.65
1775.5,18.02,,132.95
1799.35,18.485,,136.58
1812.45,18.835,,136.55
1805.75,18.77,,135.9
1808.05,19.095,,131.24
1798.2,18.895,,137.07
1809.3,19.33,,137.93
1804.6,19.245,,135.92
1802.9,19.16,,140.16
1810.3,19.44,,144.34
1823.2,20.555,,146.59
1851,22.245,,149.99
1882.35,22.86,,146.48
1893.85,22.475,,150.69
1940.55,24.375,,158.21
1931.65,23.545,,157.28
1954.35,24.335,,155.7
1952.2,23.16,,150.26
1974.7,24.07,,154.53
1972.95,24.23,,152.79
1972.25,24.33,,159.35
2034.45,26.945,,161.14
2049.15,27.885,,159.6
2061.5,28.33,,154.14
2030.3,28.27,,153.03
1996.6,28.28,,141.47
1931.7,25.81,,141.68
1931,26.25,,146.56
1948.3,26.705,,145.96
1949.85,26.915,,154.47
2005.15,28.325,,153.28
1993.15,27.44,,148.49
1928.05,26.915,,150.88
1932.85,26.85,,147.51
1947.55,26.885,,146.38
1925.45,26.495,,145.96
1918.5,26.395,,150.5
1938.8,27.245,,147.49
1955.85,27.35,,152.85
,,,154.21
1987.95,28.885,,152.4
1969,27.705,,152.39
1934.1,26.9,,150.93
1937.6,26.815,,149.58
1928.4,26.83,,
1920.6,26.675,,147.98
1928.4,26.535,,154.8
1944.8,27.105,,152.34
1944.5,26.875,,150.34
1942.3,26.885,,156.4
1963.55,27.545,,156.18
1964.8,27.38,,156.06
1936.1,26.745,,154.06
1954.75,27.06,,151.51
1930.9,26.36,,144.78
1903.1,24.3,,145.54
1888.1,23.595,,135.75
1850.75,22.22,,140.88
1870.05,22.63,,139.96
1850.95,22.89,,141.56
1882.4,23.835,,143.23
1883.4,23.725,,143.08
1895.55,23.62,,144.55
1906.4,23.865,,142.84
1899.65,23.915,,145.58
1912.5,24.3,,139.81
1888,23.53,,140.85
1891.35,23.96,,143.33
1912.4,24.315,,150.02
1919.8,25.06,,149.86
1920.8,24.935,,148.71
1896.45,24.175,,150.68
1891.7,23.935,,149.07
1908.2,24.36,,147.09
1910,24.84,,144.36
1906.35,24.63,,145.99
1918.95,25.02,,148.08
1916.85,24.915,,146.41
1910.6,24.76,,145.46
1901.6,24.28,,142.91
1898.9,24.435,,145.56
1896.85,23.925,,135.64
1876.85,23.015,,137.9
1875.8,23.625,,140.32
1886.75,23.975,,144.69
1899.85,24.17,,147.41
1888.55,23.975,,143.4
1916.8,24.57,,154.16
1947.95,25.78,,155.38
1957.45,25.105,,146.63
1874.9,24.195,,142.05
1876.2,24.21,,140.6
1868,24.215,,142.04
1878.2,24.245,,143.38
1892.6,24.265,,143.4
1885.4,24.63,,141.24
1877.2,24.315,,136.71
1857.4,23.98,,135.89
1867,24.165,,137.2
1863.8,23.905,,132.54
1818.1,23.155,,130.82
1808.55,23.41,,133
1814.85,23.36,,
1808.05,23.135,,133.76
1771.95,22.15,,134.72
1796.2,23.535,,139.91
1832.95,23.98,,140.64
1834.8,24.17,,139.6
1839.3,24.225,,139.34
1832.8,23.75,,143.59
1864.5,24.475,,143.3
1859.8,24.085,,139.61
1834.2,23.885,,140.1
1833.65,23.815,,138.61
1820.25,23.855,,135.35
1844.3,24.215,,140.2
1861.35,25.13,,142.94
1871.95,25.74,,148.25
1878.95,25.815,,144.9
1869.25,26.155,,145.34
1873.3,25.77,,140.53
1867.1,25.315,,143.01
1872.55,25.78,,143.73
,,,142.34
1873.9,26.15,,142.46
1877.55,26.305,,147.14
1891.1,26.485,,144.19
1930.8,27.27,,154.07
1946.55,27.51,,154.08
1957.2,27.525,,155.13
1911.05,27.13,,154.52
1891.3,26.645,,147.24
1847.8,25.02,,143.95
1861.85,25.525,,144.74
1852.4,25.335,,142.33
1840.25,25.25,,143.07
1853.85,25.245,,137.51
1833.95,24.865,,
1843.1,25.295,,139
